VVals,Epret,Eplen,ImproveCondition,BackTrack_Iters,LossPi,LossV,KL,Epoch
0.124176085,-1154.5425315186046,200,1.02535879611969,0,-7.120767975266062e-08,257456.171875,0.007634628098458052,0
-9.260946,-1828.210896404752,200,0.9735066294670105,0,3.0835468578516156e-07,235284.3125,0.008048366755247116,1
-15.987163,-1393.021568558564,200,0.9849610924720764,0,-1.900990724834628e-07,242976.296875,0.008974175900220871,2
-21.998606,-1533.2132131906392,200,0.924937903881073,0,-1.907348590179936e-08,213797.84375,0.007828360423445702,3
-27.47412,-1732.4638445780117,200,1.040245532989502,0,1.627604149234685e-07,235845.421875,0.009045020677149296,4
-33.043797,-1876.582179096219,200,0.9021252989768982,0,2.414385562587995e-07,189973.421875,0.007522014435380697,5
-38.11771,-1698.2334151134676,200,1.0995168685913086,0,-3.4459432640687737e-07,201329.28125,0.008247138001024723,6
-43.284615,-1738.7778079440227,200,0.9231019616127014,0,1.2143452465807059e-07,179641.296875,0.00790006760507822,7
-48.23076,-1435.7924443905367,200,1.1224887371063232,0,3.433227391269611e-07,202722.8125,0.008751857094466686,8
-53.429394,-1598.7609618520357,200,1.0076589584350586,0,-6.612141589812381e-08,185768.78125,0.008600258268415928,9
-58.46154,-1138.2726311348677,200,0.8754093050956726,0,3.814697180359872e-08,157355.40625,0.006788569036871195,10
-63.159843,-1463.2496736293085,200,1.1123061180114746,0,-2.3905437274152064e-07,176001.1875,0.009257455356419086,11
-68.078445,-1469.548445483112,200,0.9751510620117188,0,9.282430113444207e-08,153654.046875,0.00740622216835618,12
-72.77931,-1385.3002278701304,200,1.058099389076233,0,-6.1035152043587e-08,136103.53125,0.008448868989944458,13
-77.23789,-1424.202935957784,200,1.0518124103546143,0,-2.574920756615029e-07,132183.703125,0.008684725500643253,14
-81.644394,-1483.9649702536371,200,1.030903697013855,0,-2.543131571997037e-08,128789.8671875,0.006169902626425028,15
-86.06632,-1212.6874289327282,200,1.0483068227767944,0,-8.201598689083767e-08,112393.765625,0.008079960010945797,16
-90.30925,-1089.388854607371,200,0.9728198051452637,0,2.3078918331975729e-07,91425.234375,0.00806036964058876,17
-94.26244,-1397.4823399950164,200,0.9659643173217773,0,-5.467732577812967e-08,85752.2578125,0.008127857930958271,18
-98.10371,-850.3099285438304,200,1.0662024021148682,0,-2.1107990733071347e-07,93099.1875,0.007059076800942421,19
-102.13443,-1455.8042907031497,200,0.953810453414917,0,7.947286206899662e-08,98885.203125,0.007354712579399347,20
-106.34452,-1209.2776253316565,200,0.9472390413284302,0,-1.8819173419615254e-07,83698.6640625,0.005904025863856077,21
-110.36065,-870.2426737156192,200,0.9994012117385864,0,-7.565816417809401e-08,84887.9375,0.007022810634225607,22
-114.4427,-1180.1135155514444,200,0.9281913638114929,0,-1.9645690940706118e-07,72903.6484375,0.006496851332485676,23
-118.357285,-1456.2872011027116,200,1.011834979057312,0,5.022684845812364e-08,86917.46875,0.008729479275643826,24
-122.58234,-866.036507821283,200,0.9548919200897217,0,4.069010373086712e-08,68607.1015625,0.009014815092086792,25
-126.47996,-1188.8526860704317,200,1.0290417671203613,0,3.814697002724188e-09,57109.04296875,0.007768297102302313,26
-130.13138,-771.0400838988793,200,0.9417053461074829,0,-9.918213095261308e-08,52887.828125,0.006285754963755608,27
-133.69586,-1191.9106888648575,200,1.0185052156448364,0,1.1189778348352775e-07,70074.4296875,0.008486196398735046,28
-137.7943,-1192.2485124050017,200,1.0636122226715088,0,1.1444091541079615e-07,66209.578125,0.008235576562583447,29
-141.92697,-973.9916447775925,200,1.0262924432754517,0,-3.560383987633031e-08,54497.69921875,0.008652091026306152,30
-145.76968,-916.5065165891054,200,0.9980890154838562,0,-9.346008056354549e-08,52427.609375,0.007852141745388508,31
-149.56679,-1303.5313512417829,200,0.95235675573349,0,-2.543131483179195e-09,46665.23828125,0.007711364887654781,32
-153.15875,-1102.1971576343765,200,1.034584403038025,0,-5.849202366903228e-08,46729.8125,0.008597346022725105,33
-156.85095,-967.082170508973,200,0.9309073686599731,0,-8.265176987265477e-09,41091.23046875,0.006791099440306425,34
-160.42305,-900.6636171959568,200,1.0158013105392456,0,9.155273517080786e-08,49471.53125,0.008110039867460728,35
-164.34805,-1017.1625308036815,200,0.9946168065071106,0,-1.1603037108898206e-07,40111.22265625,0.007473229430615902,36
-168.01207,-1131.6801223984965,200,1.058037519454956,0,1.8056233841434732e-07,43749.90625,0.008490861393511295,37
-171.83752,-744.90431819065,200,0.9605862498283386,0,1.0426838770172253e-07,34313.3046875,0.007621536962687969,38
-175.36061,-897.7318292904271,200,1.1700010299682617,0,-1.525878801089675e-08,34403.88671875,0.007729440461844206,39
-178.92393,-1220.1246946716358,200,1.0066852569580078,0,-8.900959969082578e-09,32297.16796875,0.007583672646433115,40
-182.4034,-986.2402265220394,200,1.0028334856033325,0,3.814697180359872e-08,31329.060546875,0.009297117590904236,41
-185.96027,-1297.3807101789191,200,0.833259105682373,0,-1.1444091896350983e-08,31164.0234375,0.007680261041969061,42
-189.50737,-872.0625162582688,200,1.0233124494552612,0,1.5004475528712646e-07,31865.123046875,0.007228124421089888,43
-193.22171,-1082.6588611944674,200,1.004724144935608,0,-9.53674295089968e-09,27809.3359375,0.00888332910835743,44
-196.79552,-965.371902510157,200,1.013048529624939,0,-1.567204748198492e-07,21509.61328125,0.00829662661999464,45
-199.94196,-943.5176890627316,200,0.996985137462616,0,-9.918213095261308e-08,21906.0390625,0.008219363167881966,46
-203.02788,-626.8988098170238,200,0.952357292175293,0,1.7801919938165156e-08,23401.38671875,0.008452090434730053,47
-206.42531,-965.1166729412923,200,1.0549044609069824,0,7.502237764356323e-08,25595.583984375,0.0075785331428050995,48
-210.0624,-985.1708272395314,200,0.9224749207496643,0,-4.069010373086712e-08,20007.216796875,0.007416681852191687,49
-213.41287,-1119.2200413061562,200,0.8641878962516785,0,2.2252400810884865e-08,19450.9453125,0.007745123468339443,50
-216.70412,-877.2723568768635,200,1.0378940105438232,0,-5.2134193850861266e-08,13696.9833984375,0.00882615614682436,51
-219.66676,-973.5023262668224,200,0.9324948191642761,0,-2.543131483179195e-09,18101.166015625,0.008817745372653008,52
-222.82494,-733.0375670505289,200,1.076041579246521,0,9.409586709807627e-08,15642.84765625,0.008252955041825771,53
-225.96936,-602.8326332165329,200,0.9420185685157776,0,6.357828929992593e-09,13462.794921875,0.00784993264824152,54
-228.8741,-988.137581708923,200,1.0860830545425415,0,-5.086263143994074e-08,12610.4228515625,0.008833798579871655,55
-231.6523,-823.4579203450764,200,1.0643054246902466,0,-6.230671800722121e-08,10330.470703125,0.008525548502802849,56
-234.3527,-989.0652524113359,200,0.9818389415740967,0,-4.831949951267234e-08,10303.818359375,0.00805726833641529,57
-237.18358,-764.8122799584745,200,1.0397502183914185,0,-6.1035152043587e-08,8020.84521484375,0.007933651097118855,58
-239.68906,-740.3583266161211,200,0.9014091491699219,0,1.1444091896350983e-08,7098.92578125,0.007442770525813103,59
-242.10292,-626.9828118848409,200,1.0294626951217651,0,-1.525878801089675e-08,7250.34814453125,0.007816155441105366,60
-244.58278,-738.5132481822128,200,0.8350194692611694,0,5.08626296635839e-09,5524.96923828125,0.007596247363835573,61
-246.534,-851.7409054863194,200,1.0978909730911255,0,-3.560383987633031e-08,7983.953125,0.009057530201971531,62
-249.25325,-758.4078177579621,200,0.9697803854942322,0,7.375081167992903e-08,7869.3212890625,0.009472099132835865,63
-252.00305,-874.6831316110494,200,1.1516379117965698,0,8.900959969082578e-09,8046.03466796875,0.008549799211323261,64
-254.65202,-940.1899941176111,200,0.8653112053871155,0,1.017252593271678e-08,6549.22412109375,0.009250575676560402,65
-256.8113,-942.4445668744971,200,0.939824640750885,0,-5.7220459481754915e-09,6859.33740234375,0.008526762947440147,66
-259.4107,-737.3864434001005,200,0.9720339179039001,1,4.959106547630654e-08,3294.404052734375,0.002451544627547264,67
-261.15494,-964.964505364074,200,0.9206465482711792,0,9.53674295089968e-09,5934.04248046875,0.0021629445254802704,68
-263.3166,-719.624787335328,200,0.9283354878425598,0,-2.543131483179195e-09,5422.0634765625,0.002270153257995844,69
-265.65393,-745.723086525617,200,1.0265530347824097,0,-3.2424924967244806e-08,5249.82568359375,0.0019319955026730895,70
-268.10284,-642.2936852588444,200,1.0065103769302368,0,1.1444091896350983e-08,3453.043212890625,0.002238743705675006,71
-269.63956,-941.4825040459082,200,1.029503345489502,0,-1.525878801089675e-08,3810.498291015625,0.0020580231212079525,72
-271.60916,-627.7445672134263,200,1.0066134929656982,0,1.7801919938165156e-08,3603.147705078125,0.0022011606488376856,73
-273.42566,-847.4961401857861,200,1.0385868549346924,0,1.017252593271678e-08,5932.44775390625,0.0022818187717348337,74
-275.77798,-734.9036286121988,200,0.9730811715126038,0,-6.612141589812381e-08,2778.82373046875,0.0023659199941903353,75
-277.2374,-739.2984080204737,200,0.8357619047164917,0,1.907348590179936e-08,3888.417236328125,0.001991657307371497,76
-279.12982,-626.6086213657918,200,1.0440319776535034,0,-1.1444091896350983e-08,1638.3023681640625,0.0022427791263908148,77
-280.39896,-640.2332878971364,200,1.006205439567566,0,-6.357828929992593e-09,2418.38623046875,0.0021516303531825542,78
-281.0727,-850.021108201074,200,1.1148947477340698,0,-3.560383987633031e-08,2781.70068359375,0.0021874429658055305,79
-282.27,-742.7278970237362,200,0.9893561601638794,0,-3.814697002724188e-09,3054.149658203125,0.0021937666460871696,80
-284.12656,-626.5968211602469,200,0.9884964823722839,0,-3.05175760217935e-08,2400.168212890625,0.0021506776101887226,81
-285.41675,-505.2108154951652,200,1.0070860385894775,0,1.6530353974530954e-08,1578.154541015625,0.0023056059144437313,82
-285.97333,-741.3148163418654,200,1.0811468362808228,0,-1.525878801089675e-08,2823.479248046875,0.0023584954906255007,83
-287.8924,-623.8198587639231,200,1.0265406370162964,0,-1.525878801089675e-08,2526.02392578125,0.0022760718129575253,84
-289.0277,-875.929944872477,200,1.0308970212936401,0,-1.525878801089675e-08,2154.660400390625,0.0023177985567599535,85
-289.85968,-501.2899252842177,200,0.9965237975120544,0,-2.543131483179195e-09,2500.514404296875,0.0020778861362487078,86
-290.4977,-502.28642734969554,200,1.0026686191558838,0,8.900959969082578e-09,2240.09130859375,0.002276857616379857,87
-291.3455,-631.4228467991297,200,1.0270063877105713,0,2.543131483179195e-09,1951.547607421875,0.002264575334265828,88
-292.42725,-636.0625862889541,200,0.9822086691856384,0,5.08626296635839e-09,2465.250244140625,0.0019697286188602448,89
-293.56433,-867.013786096449,200,0.9774384498596191,0,1.017252593271678e-08,2367.56640625,0.0023317672312259674,90
-295.1521,-842.4463267396972,200,0.8247166872024536,0,1.2715657859985185e-08,1623.0302734375,0.002183991950005293,91
-296.23553,-610.646292552139,200,0.9623977541923523,0,1.2715657859985185e-08,2191.700927734375,0.002226936863735318,92
-297.16556,-729.1887669788691,200,0.9527876973152161,0,8.900959969082578e-09,1682.109375,0.002265883143991232,93
-298.19287,-742.9697622952036,200,0.9857620000839233,0,-4.069010373086712e-08,2732.570556640625,0.0023749908432364464,94
-299.76877,-628.3249349561609,200,1.010766863822937,0,1.7801919938165156e-08,2206.1435546875,0.002312650438398123,95
-300.66406,-656.6073418794535,200,1.0314383506774902,0,0.0,2089.83203125,0.00224503967911005,96
-248.39232,-740.000886392365,200,1.0233230590820312,0,1.2715657859985185e-08,1671.48779296875,0.0022563424427062273,97
-296.24335,-627.6547831732208,200,0.9971976280212402,0,1.525878801089675e-08,1861.7728271484375,0.002271271776407957,98
-294.55963,-504.2135921112004,200,0.9702808856964111,0,-5.08626296635839e-09,2142.607421875,0.0022928714752197266,99
-242.91212,-734.634628095264,200,1.0258270502090454,0,0.0,1607.7706298828125,0.0022531026042997837,100
-257.5078,-735.9759027953858,200,1.009765625,0,-5.08626296635839e-09,862.6026611328125,0.002432763809338212,101
-272.5809,-691.595636397887,200,0.8838773965835571,0,-1.017252593271678e-08,2093.43115234375,0.002246628049761057,102
-304.2109,-507.0493913064096,200,0.9606318473815918,0,-2.034505186543356e-08,746.608154296875,0.002288572024554014,103
-302.63605,-746.2799981286491,200,1.000190019607544,0,7.629394005448376e-09,626.8402709960938,0.00239495444111526,104
-276.55072,-702.2582332646615,200,1.0634500980377197,0,1.525878801089675e-08,692.0726318359375,0.002363024279475212,105
-280.775,-572.7445177225618,200,0.96075838804245,0,-1.017252593271678e-08,626.8849487304688,0.002347342437133193,106
-302.5295,-505.520954742774,200,1.0659515857696533,0,-7.629394005448376e-09,659.37353515625,0.0022196942009031773,107
-239.27773,-603.9775053743716,200,0.9729650616645813,0,6.993611467720484e-09,389.5935363769531,0.0023126688320189714,108
-234.73804,-739.6746375045825,200,0.8915281891822815,0,1.017252593271678e-08,438.24896240234375,0.002013489603996277,109
-300.5336,-386.29454392696505,200,1.0458077192306519,0,-2.7974445870881937e-08,569.8125,0.0022106922697275877,110
-231.40186,-747.9958307811775,200,0.944468080997467,0,-1.017252593271678e-08,957.6956787109375,0.0022040633484721184,111
-242.36281,-504.6939633459609,200,0.9681675434112549,0,5.08626296635839e-09,848.850341796875,0.002257806481793523,112
-234.66782,-793.1075779868587,200,1.0635125637054443,0,-5.08626296635839e-09,649.337158203125,0.0022100042551755905,113
-226.5827,-496.107996390197,200,0.9931998252868652,0,-1.3987222935440968e-08,595.8493041992188,0.0021288020070642233,114
-287.346,-624.2069772577705,200,1.085370659828186,0,1.525878801089675e-08,335.8681640625,0.0022956072352826595,115
-222.61343,-837.3134467217295,200,0.9303901791572571,0,1.525878801089675e-08,640.3250122070312,0.0024411703925579786,116
-289.24887,-275.36390684820657,200,1.0274759531021118,0,-6.357828929992593e-09,867.5914916992188,0.0023680368904024363,117
-287.86563,-534.3640641296919,200,1.042232871055603,0,1.3987222935440968e-08,477.882568359375,0.0023321250919252634,118
-222.33365,-736.1129587073102,200,0.9155396819114685,0,-7.629394005448376e-09,482.90673828125,0.002290800679475069,119
-260.0218,-638.7373674659808,200,0.9442891478538513,0,-2.543131483179195e-09,408.9864501953125,0.002382422797381878,120
-199.90683,-629.0146857251539,200,1.027076005935669,0,2.543131483179195e-09,515.3091430664062,0.0024302168749272823,121
-274.46457,-379.34795742547936,200,0.9623278379440308,0,-3.814697180359872e-08,723.9188232421875,0.002347965957596898,122
-245.81313,-433.8279167433491,200,0.9655449390411377,0,1.017252593271678e-08,426.8645935058594,0.0023461778182536364,123
-264.6347,-405.43114805052164,200,1.0088735818862915,0,-1.907348590179936e-08,359.5850830078125,0.002428339561447501,124
-196.15828,-616.4457706702997,200,0.9683144092559814,0,7.629394005448376e-09,551.3145751953125,0.0024101289454847574,125
-187.50246,-492.40669863899427,200,1.0041643381118774,0,1.017252593271678e-08,315.2635498046875,0.002333414973691106,126
-241.2488,-503.88830370943094,200,0.8211767077445984,0,1.017252593271678e-08,328.6979675292969,0.002404113532975316,127
-192.97209,-637.79258690529,200,0.9237622618675232,0,-2.543131483179195e-09,264.9177551269531,0.0024112786632031202,128
-180.91624,-634.104707951763,200,1.0863419771194458,0,7.629394005448376e-09,446.6153259277344,0.00237912405282259,129
-248.10306,-380.02631848999454,200,1.0821456909179688,0,5.08626296635839e-09,519.841064453125,0.002409492153674364,130
-230.31099,-522.2076496880073,200,0.9854792356491089,0,0.0,459.3254089355469,0.002438585739582777,131
-202.86627,-494.6403717469979,200,0.9977450966835022,0,2.543131571997037e-08,240.40887451171875,0.002405126579105854,132
-200.20288,-374.9515068843265,200,0.9839853644371033,0,-5.08626296635839e-09,396.14166259765625,0.0023931467439979315,133
-233.17067,-376.9951515320506,200,1.003618836402893,0,-2.7974445870881937e-08,495.41314697265625,0.002446836791932583,134
-213.40207,-410.7861272443751,200,0.8828508257865906,0,1.017252593271678e-08,367.70574951171875,0.002394780982285738,135
-210.11266,-423.7981427100717,200,0.9498047232627869,0,-1.017252593271678e-08,486.788330078125,0.0024187606759369373,136
-152.55664,-493.45045667586425,200,1.0166282653808594,0,2.543131483179195e-09,412.0228271484375,0.0024489250499755144,137
-152.41599,-381.8805974879461,200,0.9282658696174622,0,-3.05175760217935e-08,375.2170104980469,0.0024169599637389183,138
-132.16823,-486.33489574095483,200,0.9968956112861633,0,0.0,485.5579833984375,0.002372228540480137,139
-113.34489,-605.4300134265039,200,0.9550504088401794,0,1.525878801089675e-08,519.36083984375,0.0024405450094491243,140
-191.92946,-260.1914498410114,200,0.9850478768348694,0,1.1444091896350983e-08,569.4857788085938,0.002415452850982547,141
-158.71213,-365.58295597554485,200,0.998063862323761,0,1.2715657859985185e-08,407.6169128417969,0.0024532910902053118,142
-169.37173,-258.2786157769174,200,1.0277098417282104,0,7.629394005448376e-09,271.9842834472656,0.0024510654620826244,143
-88.82657,-253.00525042753293,200,0.988816499710083,0,5.08626296635839e-09,314.06024169921875,0.0024386004079133272,144
-174.19774,-372.2284551376605,200,0.9978541731834412,0,-2.034505186543356e-08,426.0105895996094,0.0023836116306483746,145
-135.42032,-123.2684706522166,200,1.01224946975708,0,-2.2888183792701966e-08,543.5911254882812,0.0023766388185322285,146
-80.21926,-372.75318217230966,200,0.988370418548584,0,-1.525878801089675e-08,284.77532958984375,0.0024443285074084997,147
-114.81294,-330.34607720939,200,1.0018267631530762,0,2.034505186543356e-08,386.61944580078125,0.0023441303055733442,148
-110.34881,-485.21397284460227,200,1.0032480955123901,0,0.0,238.3933563232422,0.00240842392668128,149
-72.337616,-365.9109446664796,200,0.9926029443740845,0,-2.2888183792701966e-08,455.4279479980469,0.002369088353589177,150
-36.87002,-125.0682353570126,200,0.9916868805885315,0,-3.05175760217935e-08,484.5726623535156,0.0023830528371036053,151
-36.633286,-238.17566221333206,200,0.9917774796485901,0,5.594889174176387e-08,460.005126953125,0.002417260315269232,152
-17.704695,-1.9613041897967451,200,1.0254253149032593,0,-7.629394005448376e-09,298.2081298828125,0.002422573510557413,153
