Vvals,Epret,Eplen,LossPi,LossV,KL,Entropy,DeltaLossPi,DeltaLossV,Epoch,Total_Steps
-0.28035355,12.47714888137014,24,-0.021660970523953438,36.332115173339844,1.9967556497135774e-09,0.9189384579658508,0.0,-24.35361099243164,0,4000
0.41985506,16.69249571552544,22,0.0178670734167099,8.398148536682129,1.0132790162487026e-09,0.9188385605812073,0.0,-2.9957923889160156,1,8000
8.161393,9.116307760508372,13,-9.37957811402157e-05,13.084359169006348,1.8179417970998202e-09,0.9188083410263062,0.0,-1.9008064270019531,2,12000
3.9504616,11.044460196705502,18,-0.01117508765310049,12.472298622131348,2.056360415281233e-09,0.9187756776809692,0.0,-0.8080205917358398,3,16000
2.6709464,6.804244398009566,10,-0.024816716089844704,11.783910751342773,-2.4139881205087477e-09,0.9187445640563965,0.0,-0.4767875671386719,4,20000
2.8590345,17.886797982389325,21,-0.028743622824549675,30.515066146850586,7.748603980672897e-10,0.9186606407165527,0.0,-3.132406234741211,5,24000
0.33306727,19.688462853833265,27,0.012785927392542362,37.28551483154297,-1.281499906191641e-09,0.9185221195220947,0.0,-3.515331268310547,6,28000
4.888354,10.426396285485309,14,-0.015026841312646866,48.86376190185547,1.1920929521291868e-10,0.9184601306915283,0.0,-3.4605865478515625,7,32000
4.727843,12.00916188541482,14,-0.004307975992560387,163.80850219726562,1.6093254506799326e-09,0.9183764457702637,0.0,-23.84796142578125,8,36000
7.5404043,8.534357733771744,15,-0.016212349757552147,206.2116241455078,2.4735928860764034e-09,0.918315589427948,0.0,-29.0093994140625,9,40000
25.718351,11.062704019202128,14,-0.0023457948118448257,359.6953125,4.410743770222325e-09,0.9182465672492981,0.0,-37.225311279296875,10,44000
1.9027495,41.02243613963157,38,-0.026540642604231834,433.3983459472656,-1.6093254506799326e-09,0.9181866645812988,0.0,-50.10595703125,11,48000
38.0996,53.360920006375416,41,-0.046155694872140884,823.8734130859375,-8.344650526126429e-10,0.918096661567688,0.0,-159.6041259765625,12,52000
48.134407,10.871799854945953,12,-0.044135257601737976,844.2308959960938,1.4603138698277007e-09,0.9179702997207642,0.0,-86.97503662109375,13,56000
32.076458,20.618675592136565,31,-0.042808182537555695,674.1825561523438,-4.142523213346294e-09,0.917827308177948,0.0,-81.983642578125,14,60000
2.2123592,241.29552425359964,136,-0.01203630119562149,807.5394287109375,-2.0861626315316073e-10,0.9176642298698425,0.0,-125.9068603515625,15,64000
67.064476,136.48094642317312,70,-0.046572551131248474,686.5997314453125,-5.364418353970279e-10,0.9175066351890564,0.0,-145.14129638671875,16,68000
13.000041,32.96528756399281,28,-0.04627034813165665,597.6629028320312,3.457069519541278e-09,0.9173315167427063,0.0,-108.04489135742188,17,72000
44.647373,158.07465622245678,103,-0.07299181073904037,461.3432922363281,2.5033952688602312e-09,0.9171404242515564,0.0,-53.884307861328125,18,76000
52.59799,20.76077238935724,31,-0.021641522645950317,548.032958984375,-4.470348535789981e-10,0.9169226884841919,0.0,-136.92474365234375,19,80000
58.604965,88.28509923194886,60,-0.018072746694087982,444.233154296875,-1.6093254506799326e-09,0.916714072227478,0.0,-71.77056884765625,20,84000
30.583883,52.55011853581355,31,-0.024799233302474022,404.8362731933594,4.61936000561991e-09,0.9165106415748596,0.0,-45.593719482421875,21,88000
62.005367,89.23534402097411,65,-0.005468078888952732,303.0439453125,-1.877546340622871e-09,0.9163088798522949,0.0,-95.67950439453125,22,92000
63.999104,67.83807097935596,45,0.00813011173158884,367.9599304199219,-6.1690812458436994e-09,0.9161217212677002,0.0,-99.83929443359375,23,96000
12.433265,153.28992585752312,97,-0.01673312857747078,344.8257141113281,2.6822091769851397e-10,0.9159586429595947,0.0,-67.37176513671875,24,100000
52.154922,36.56547301129342,29,0.006276306230574846,352.4404296875,-3.516674285108934e-09,0.9157970547676086,0.0,-75.92782592773438,25,104000
30.093834,172.25192199328495,112,-0.01782124489545822,381.85906982421875,3.457069519541278e-09,0.9156562685966492,0.0,-96.15176391601562,26,108000
27.870983,79.88296786188117,47,-0.00843934714794159,407.4433288574219,1.3411045607369942e-09,0.9155142903327942,0.0,-143.65127563476562,27,112000
11.133717,152.64263773756758,100,-0.0010390396928414702,307.7561950683594,2.354383576985697e-09,0.9153825640678406,0.0,-48.624359130859375,28,116000
27.992094,119.76399718035906,64,0.014956631697714329,260.6234436035156,3.874302212381053e-09,0.915261447429657,0.0,-54.259735107421875,29,120000
83.04439,159.610600074129,88,-0.0078055537305772305,302.31298828125,1.8477440688613456e-09,0.9151642322540283,0.0,-57.833099365234375,30,124000
49.715622,98.96077099342486,57,-0.0027248384431004524,406.2214050292969,1.043081288010228e-09,0.9150698781013489,0.0,-150.70779418945312,31,128000
79.24173,108.50638031082022,61,-9.996605513151735e-05,455.86602783203125,-2.354383576985697e-09,0.914982795715332,0.0,-63.06494140625,32,132000
25.907946,204.27919940912258,123,-0.029147930443286896,556.7323608398438,1.4305114870438729e-09,0.9149032831192017,0.0,-156.31631469726562,33,136000
24.527626,154.53418550417734,78,-0.001034705201163888,378.0375671386719,-8.046627253399663e-10,0.9148078560829163,0.0,-64.85086059570312,34,140000
21.847944,242.50509482660937,144,-0.03637860342860222,475.39508056640625,2.6822091214739885e-09,0.9147200584411621,0.0,-65.267822265625,35,144000
98.371956,199.76154020174528,109,0.01859341561794281,461.7192077636719,2.324581194201869e-09,0.9146119952201843,0.0,-93.06100463867188,36,148000
55.774803,172.85284701480438,94,-0.037183985114097595,460.54644775390625,-1.1920929798847624e-09,0.914529025554657,0.0,-103.2227783203125,37,152000
101.37996,38.501274236478835,31,-0.03700076416134834,672.9459838867188,-2.4139881205087477e-09,0.9144278764724731,0.0,-95.78656005859375,38,156000
89.96865,141.7981907449526,74,-0.02121693454682827,607.9590454101562,-2.771616047780867e-09,0.9143091440200806,0.0,-96.7069091796875,39,160000
15.328824,167.76218973167016,85,-0.027588674798607826,557.97216796875,5.960464760645934e-11,0.9141899347305298,0.0,-96.5330810546875,40,164000
26.318312,167.190661916064,91,-0.02835051156580448,686.357421875,-5.960464760645934e-11,0.9140616655349731,0.0,-135.8912353515625,41,168000
86.61125,30.572257329822428,26,-0.037500593811273575,552.5692138671875,2.8908253568715736e-09,0.9139312505722046,0.0,-103.88912963867188,42,172000
11.513129,179.2102525589416,98,-0.02412484772503376,507.96881103515625,-3.01003466596228e-09,0.9137874245643616,0.0,-95.64059448242188,43,176000
93.507576,224.75770693651776,133,-0.03920630365610123,360.9383850097656,-1.0132790162487026e-09,0.9136391282081604,0.0,-60.75970458984375,44,180000
102.05099,163.5024004074992,85,-0.007208702620118856,477.3607482910156,5.364418353970279e-10,0.9134795069694519,0.0,-128.84872436523438,45,184000
96.63183,201.13410517941657,104,-0.022458098828792572,392.93487548828125,-4.023313682210983e-09,0.9133308529853821,0.0,-62.237060546875,46,188000
50.667324,112.08377760130107,62,-0.010229985229671001,419.7190856933594,2.354383576985697e-09,0.9131812453269958,0.0,-68.41427612304688,47,192000
94.06776,199.65620715069485,118,-0.03809567540884018,478.3469543457031,-4.798174302322877e-09,0.9130423069000244,0.0,-120.61288452148438,48,196000
30.238094,177.01720752680717,93,-0.025240205228328705,261.3255920410156,4.112720830562466e-09,0.9128912091255188,0.0,-74.8939208984375,49,200000
94.79823,178.53282518676116,90,-0.02525673806667328,356.4039611816406,3.457069519541278e-09,0.9127359986305237,0.0,-109.31257629394531,50,204000
72.82945,206.8039574695237,119,-0.023785080760717392,395.4376220703125,2.6822091769851397e-10,0.912584125995636,0.0,-184.0447235107422,51,208000
90.94802,186.47154592118133,106,-0.008451541885733604,289.62457275390625,6.85453471760411e-10,0.9124279022216797,0.0,-41.65386962890625,52,212000
16.610409,207.52038062364443,113,0.023909112438559532,202.2469940185547,-2.324581194201869e-09,0.9122822880744934,0.0,-22.625,53,216000
34.047245,206.2099318880981,109,0.007885490544140339,362.7147521972656,1.490116224855953e-10,0.9121692776679993,0.0,-101.95956420898438,54,220000
